what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1433254443195
activated,view,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.DebugView",1433254443338
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1433254444146
opened,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1433254444387
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1433254444424
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1433254444505
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.Resume",1433254444669
activated,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1433254446110
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1433254446785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254447581
closed,editor,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1433254449325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254449910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254453938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254504985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254507071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1433254517770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1433254518593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254525561
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1433254526690
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1433254528579
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254531397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254534903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1433254536193
